day,deployments,Team,Service
2024-01-02 00:00:00.000000,fdd764de-0282-4a4f-8f2d-d4a8002dfd5e,itcm,All Services
2024-01-02 00:00:00.000000,7d35f3a0-7676-4963-8f4d-9de205dbc78e,itcm,All Services
2024-01-02 00:00:00.000000,62674edc-3471-482b-8a4c-b820b8ceb173,itcm,All Services
2023-11-30 00:00:00.000000,d80dcdde-82c5-4fb7-aa78-0785384c0c63,eureka,All Services
2024-05-01 00:00:00.000000,4c426875-86e4-4b06-8e83-6e09927c8080,itcm,All Services
2024-05-13 00:00:00.000000,bd9b292e-97ee-4137-bffc-e22fa68965ce,itcm,All Services
2023-11-30 00:00:00.000000,04667f2b-d75d-4517-9d6a-306c1a2067af,eureka,All Services
2024-03-22 00:00:00.000000,53fa75e3-c49c-4cdc-9470-7805f8d115b5,itcm,All Services
2024-05-10 00:00:00.000000,69d5c6f6-0dd3-4225-9541-ddc77b63b607,itcm,All Services
2024-05-08 00:00:00.000000,d509dd2e-3dd3-41e7-a244-33081997359b,itcm,All Services
2024-01-02 00:00:00.000000,6c327a33-ad0d-4c1a-8d26-49b478b1d2c7,itcm,All Services
2024-02-29 00:00:00.000000,379944a4-021d-4ebc-9d4f-28b38a54430f,itcm,All Services
2024-05-14 00:00:00.000000,06148d03-68ee-4fbd-a1cb-74756eff4c56,itcm,All Services
2023-12-28 00:00:00.000000,b28a2724-3672-4bcf-8611-ed2b2971fea1,itcm,All Services
2023-11-30 00:00:00.000000,13a61001-2bf3-4b0a-8ba7-0f80ed009fe4,eureka,All Services
2024-01-08 00:00:00.000000,48039d67-d9c1-44c9-995b-3ce1763431c0,itcm,All Services
2023-11-24 00:00:00.000000,a77e5ace-e0b7-4b64-a239-f68cef2db496,itcm,All Services
2023-12-13 00:00:00.000000,c40b80e1-38e8-4d8a-89d8-843705ad0863,cic,All Services
2024-01-17 00:00:00.000000,36b505f0-c6ec-4b15-b535-c702b1abd8e4,itcm,All Services
2024-04-10 00:00:00.000000,6efd6a67-8f50-4669-8c17-3e45d75b7ab3,itcm,All Services
2023-09-15 00:00:00.000000,625ec72a-4fad-4e45-a0fd-900ccfdd52a5,cic,All Services
2024-05-07 00:00:00.000000,9869bac4-aadb-4add-a920-d033682bb185,itcm,All Services
2024-03-12 00:00:00.000000,5be65b9d-dd28-4a05-b92e-ce17c81b9b90,itcm,All Services
2023-12-05 00:00:00.000000,b775e6ce-8e46-4fa9-b30a-b939b618f022,itcm,All Services
2023-12-20 00:00:00.000000,3ed57486-4d18-4859-81d0-577c45831969,itcm,All Services
2024-01-04 00:00:00.000000,2c1dbd63-3bee-4c99-a44b-6bb057b40ef7,itcm,All Services
2024-05-07 00:00:00.000000,76c6f974-d913-4179-a6b6-54756f28ec16,itcm,All Services
2024-03-14 00:00:00.000000,31ba25dd-fdf6-4af2-956c-83f854daac70,itcm,All Services
2024-01-16 00:00:00.000000,ea8fc864-66a4-408e-8370-d2b8ef7f232e,cic,All Services
2023-11-23 00:00:00.000000,0655714c-8d08-42d0-aee3-cc95d621d65c,itcm,All Services
2024-04-24 00:00:00.000000,ed50804c-6b4b-4de1-8b48-93b457d591c8,itcm,All Services
2023-12-08 00:00:00.000000,75983b21-d501-4032-bf6e-8da6b30e5e6d,cic,All Services
2023-09-13 00:00:00.000000,715c3a75-7f20-49d9-a86f-17388f303b6b,cic,All Services
2023-12-01 00:00:00.000000,585d53d4-6260-42c5-b127-5316c1b417fa,eureka,All Services
2024-01-16 00:00:00.000000,45f09eca-8992-4153-b345-ac2d89d7e96f,itcm,All Services
2024-03-11 00:00:00.000000,ce253943-7769-4214-a7d2-35cc6f405c8f,itcm,All Services
2024-01-03 00:00:00.000000,cfb8787d-a9a5-4442-841f-c43977cdbe7e,itcm,All Services
2024-01-11 00:00:00.000000,1f204478-062d-4406-b177-f9da0d2c3610,itcm,All Services
2023-12-27 00:00:00.000000,b08a7671-3f3e-4c19-abb0-2ff8ff19f07e,itcm,All Services
2024-01-04 00:00:00.000000,fcf1f71e-9c85-4e3d-8837-2cb6b7c2e2bb,itcm,All Services
2023-09-14 00:00:00.000000,32343760-b2df-4ce9-b1ff-b9b4e1fdec37,cic,All Services
2024-04-23 00:00:00.000000,f97c4a7e-e98a-483d-b037-b918d495693b,itcm,All Services
2023-12-12 00:00:00.000000,244a0cbe-5285-476a-bbc8-290d99cea1b0,itcm,All Services
2024-05-14 00:00:00.000000,48bdce57-4735-4505-bb01-90c03b8b866b,itcm,All Services
2024-01-11 00:00:00.000000,690303ef-5915-4ec9-84e9-61f11b588630,itcm,All Services
2024-05-07 00:00:00.000000,3cba17e7-17bd-4b53-8c29-645ba0a93196,itcm,All Services
2024-02-20 00:00:00.000000,9cee1577-fdf1-4dff-98c0-09fa4c3f0d96,itcm,All Services
2023-12-06 00:00:00.000000,ae403dec-30c8-49bb-bd22-188865389d54,itcm,All Services
2024-01-22 00:00:00.000000,5331c6a6-e51b-43bf-9d36-a29b55ea5963,cic,All Services
